row_id,order_id,order_date,Shipping_date,Shipping_mode,shipping_cost,order_priority
17552,ES-2015-NF1847548-42248,2015-09-01,2015-09-01,Same Day,352.79,Critical
26759,IN-2015-KD1649527-42175,2015-06-20,2015-06-26,Standard Class,352.64,Low
50837,HU-2015-EH412557-42300,2015-10-23,2015-10-25,First Class,352.52,High
20869,IN-2012-KB1660058-41136,2012-08-15,2012-08-19,Standard Class,351.08,Medium
2397,MX-2015-CS1246093-42259,2015-09-12,2015-09-14,First Class,351.067,Critical
33698,CA-2015-AS10090140-42096,2015-04-02,2015-04-05,Second Class,12.42,High
15132,ES-2015-MG1769564-42018,2015-01-14,2015-01-16,First Class,350.68,High
27129,ID-2015-VF21715102-42321,2015-11-13,2015-11-15,Second Class,350.68,Critical
25179,ID-2014-AM1070559-41803,2014-06-13,2014-06-13,Same Day,350.31,High
34754,CA-2015-AS10090140-42264,2015-09-17,2015-09-19,First Class,5.83,Critical
24610,IN-2015-BP11290113-42269,2015-09-22,2015-09-25,Second Class,349.88,Critical
50724,AO-2012-HZ49504-40916,2012-01-08,2012-01-13,Standard Class,349.87,High
40952,CA-2012-AS10090140-41173,2012-09-21,2012-09-28,Standard Class,5.5,Medium
28226,IN-2014-EM1382566-41850,2014-07-30,2014-07-30,Same Day,348.48,Critical
33191,US-2015-AS10090140-42341,2015-12-03,2015-12-06,First Class,4.99,Medium
25941,IN-2015-BS1180059-42124,2015-04-30,2015-05-04,Standard Class,348.08,Medium
581,MX-2012-DV1346539-41179,2012-09-27,2012-09-29,Second Class,347.815,High
21263,IN-2015-MB173057-42179,2015-06-24,2015-06-28,Standard Class,346.6,Medium
13571,IT-2012-PC19000120-41004,2012-04-05,2012-04-07,First Class,345.81,High
11639,IT-2015-CA1231045-42223,2015-08-07,2015-08-09,Second Class,345.78,Critical
33699,CA-2015-AS10090140-42096,2015-04-02,2015-04-05,Second Class,4.46,High
13307,ES-2015-MB1808545-42049,2015-02-14,2015-02-16,First Class,344.98,Critical
40245,CA-2012-AS10090140-41266,2012-12-23,2012-12-25,First Class,2.16,High
43307,RO-2013-DB3660107-41503,2013-08-17,2013-08-19,Second Class,344.5,Critical
33286,CA-2013-AS10090140-41587,2013-11-09,2013-11-13,Standard Class,2.15,Medium
9702,MX-2013-BG1174018-41493,2013-08-07,2013-08-08,First Class,343.809,High
36522,CA-2014-AS10090140-41812,2014-06-22,2014-06-27,Standard Class,2.02,High
39145,CA-2014-AS10090140-41762,2014-05-03,2014-05-07,Standard Class,1.79,Medium
22762,IN-2013-KB1631578-41495,2013-08-09,2013-08-11,First Class,340.09,Critical
20867,ID-2014-PK190757-41691,2014-02-21,2014-02-22,First Class,339.47,High
28836,ID-2013-CS121757-41473,2013-07-18,2013-07-19,First Class,339.06,High
37405,CA-2014-AS10090140-41894,2014-09-12,2014-09-17,Standard Class,1.46,High
12815,ES-2015-AF1088545-42103,2015-04-09,2015-04-12,First Class,338.33,Critical
16587,ES-2013-SJ2050045-41443,2013-06-18,2013-06-20,Second Class,338.1,Medium
18691,ES-2014-DM1295545-42004,2014-12-31,2015-01-02,First Class,337.93,High
39146,CA-2014-AS10090140-41762,2014-05-03,2014-05-07,Standard Class,1.42,Medium
17534,IT-2013-CC1261048-41289,2013-01-15,2013-01-17,First Class,337.07,High
46920,CG-2013-BW106533-41437,2013-06-12,2013-06-14,First Class,336.65,Medium
20521,IN-2015-BE114557-42080,2015-03-17,2015-03-22,Second Class,336.02,Medium
12032,ES-2013-TG2164014-41591,2013-11-13,2013-11-17,Standard Class,335.95,High
39147,CA-2014-AS10090140-41762,2014-05-03,2014-05-07,Standard Class,1.35,Medium
34755,CA-2015-AS10090140-42264,2015-09-17,2015-09-19,First Class,1.31,Critical
11549,ES-2015-VM2168545-42140,2015-05-16,2015-05-19,First Class,334.23,High
33284,CA-2013-AS10090140-41587,2013-11-09,2013-11-13,Standard Class,1.3,Medium
2808,MX-2015-SC2069539-42360,2015-12-22,2015-12-24,First Class,333.148,High
29513,ID-2014-SN2056097-41896,2014-09-14,2014-09-14,Same Day,333.1,Medium
25671,ID-2014-CD122807-41646,2014-01-07,2014-01-13,Standard Class,333.06,Medium
14419,ES-2015-CC1210045-42182,2015-06-27,2015-06-27,Same Day,333.02,Critical
17361,ES-2013-BG1103544-41468,2013-07-13,2013-07-16,Second Class,332.96,Critical
30082,IN-2015-CC125507-42046,2015-02-11,2015-02-11,Same Day,332.2,Critical
22207,IN-2015-AB101057-42153,2015-05-29,2015-06-05,Standard Class,332.14,Low
29552,IN-2015-SV2078559-42110,2015-04-16,2015-04-18,Second Class,332.13,High
17894,ES-2015-HW1493545-42335,2015-11-27,2015-11-29,First Class,330.51,Critical
20583,IN-2012-AS1028558-41221,2012-11-08,2012-11-10,First Class,330.01,Critical
13924,ES-2015-LD1685545-42265,2015-09-18,2015-09-18,Same Day,329.73,High
9294,MX-2015-NS1850528-42059,2015-02-24,2015-02-27,First Class,329.577,High
4116,MX-2014-CM1271582-41885,2014-09-03,2014-09-05,First Class,328.659,Critical
20795,IN-2014-VG2180527-41996,2014-12-23,2014-12-25,First Class,328.35,Critical
42763,GH-2015-JD606049-42172,2015-06-17,2015-06-19,First Class,327.94,Critical
26473,ID-2015-MG17680144-42078,2015-03-15,2015-03-17,Second Class,327.81,High
27819,IN-2015-CD1228058-42197,2015-07-12,2015-07-13,First Class,327.55,Medium
13350,ES-2015-DB13210139-42164,2015-06-09,2015-06-12,First Class,327.11,Critical
16761,ES-2015-CS118608-42292,2015-10-15,2015-10-17,Second Class,326.35,Critical
21010,IN-2015-AF1088558-42222,2015-08-06,2015-08-09,Second Class,326.32,High
27825,ID-2013-BN11470130-41633,2013-12-25,2013-12-28,Second Class,326.27,Medium
17478,ES-2013-GG1465045-41615,2013-12-07,2013-12-07,Same Day,326.27,High
19561,ES-2014-EM1406548-41775,2014-05-16,2014-05-20,Second Class,326.05,High
44597,IR-2014-BS166560-41807,2014-06-17,2014-06-18,First Class,325.93,Medium
20408,IN-2015-AC1045058-42311,2015-11-03,2015-11-07,Standard Class,325.54,Medium
12983,ES-2013-CK1220564-41422,2013-05-28,2013-05-31,First Class,325.45,Critical
13735,ES-2014-JD16150139-41868,2014-08-17,2014-08-20,Second Class,325.32,Critical
48022,UP-2012-CC2550137-41062,2012-06-02,2012-06-04,First Class,325.04,Critical
14389,IT-2012-MS17830139-41103,2012-07-13,2012-07-14,First Class,324.98,Critical
33287,CA-2013-AS10090140-41587,2013-11-09,2013-11-13,Standard Class,1.24,Medium
10404,ES-2012-GT14710120-41198,2012-10-16,2012-10-23,Standard Class,324.09,Low
20974,IN-2012-CL1270058-41226,2012-11-13,2012-11-19,Standard Class,323.75,Medium
18458,ES-2015-MM1792045-42199,2015-07-14,2015-07-18,Second Class,321.54,High
8295,MX-2015-CM1216093-42158,2015-06-03,2015-06-05,First Class,321.421,High
22899,IN-2015-DB1306027-42353,2015-12-15,2015-12-17,Second Class,321.36,High
50603,MZ-2015-JW522087-42183,2015-06-28,2015-06-28,Same Day,321.23,Critical
3904,US-2015-BN1147082-42358,2015-12-20,2015-12-24,Standard Class,320.956,High
29555,IN-2013-JC157757-41310,2013-02-05,2013-02-08,First Class,320.92,Critical
6826,MX-2012-HL1504093-40929,2012-01-21,2012-01-27,Standard Class,320.376,Low
5112,MX-2013-LH1690018-41489,2013-08-03,2013-08-05,First Class,320.29,Medium
21391,ID-2015-DV1304559-42304,2015-10-27,2015-10-31,Second Class,320.28,High
28557,IN-2013-BT1153058-41331,2013-02-26,2013-03-04,Standard Class,320.27,Medium
43344,IR-2013-BM165060-41436,2013-06-11,2013-06-12,First Class,319.58,Critical
26889,IN-2012-MG1820558-40962,2012-02-23,2012-02-26,First Class,319.53,High
40953,CA-2012-AS10090140-41173,2012-09-21,2012-09-28,Standard Class,1.22,Medium
480,MX-2014-FC1424528-41840,2014-07-20,2014-07-27,Standard Class,318.169,Low
9263,MX-2014-TT2122051-41727,2014-03-29,2014-04-01,Second Class,318.08,High
27724,IN-2015-CY1274558-42300,2015-10-23,2015-10-25,First Class,317.81,Critical
4402,MX-2015-SJ2021582-42179,2015-06-24,2015-06-26,Second Class,317.165,High
5051,MX-2014-PB1880593-41942,2014-10-30,2014-11-05,Standard Class,316.764,Low
46653,CM-2013-BP123022-41621,2013-12-13,2013-12-15,First Class,316.66,Critical
23634,IN-2014-RW1969027-41763,2014-05-04,2014-05-06,First Class,316.59,High
40954,CA-2012-AS10090140-41173,2012-09-21,2012-09-28,Standard Class,1.16,Medium
48565,ZA-2012-DB3360146-41159,2012-09-07,2012-09-09,Second Class,315.57,Critical
10620,ES-2013-DK1315048-41386,2013-04-22,2013-04-26,Standard Class,315.29,Medium
49848,SF-2014-RW9540117-41942,2014-10-30,2014-11-04,Second Class,314.81,High
22108,IN-2012-PS1904527-41014,2012-04-15,2012-04-16,First Class,314.7,High
37406,CA-2014-AS10090140-41894,2014-09-12,2014-09-17,Standard Class,1.11,High
40336,CA-2014-AB10105140-41991,2014-12-18,2014-12-22,Standard Class,498.7,Medium
29593,IN-2015-MO1780066-42308,2015-10-31,2015-11-04,Standard Class,314.15,Medium
24338,IN-2014-NF1847527-41741,2014-04-12,2014-04-14,First Class,313.71,Critical
21510,IN-2014-MR1754558-41954,2014-11-11,2014-11-11,Same Day,313.66,Critical
16814,IT-2013-CB1241548-41560,2013-10-13,2013-10-17,Standard Class,313.58,High
30674,ID-2013-LC1705092-41560,2013-10-13,2013-10-16,Second Class,313.52,Critical
27537,IN-2015-RA1988527-42034,2015-01-30,2015-02-03,Standard Class,313.45,High
43180,CG-2013-MG814533-41559,2013-10-12,2013-10-16,Second Class,313.31,Medium
35208,CA-2015-AB10105140-42161,2015-06-06,2015-06-07,First Class,137.41,High
33848,CA-2015-AB10105140-42328,2015-11-20,2015-11-24,Standard Class,83.56,Medium
26224,ID-2014-EM1396058-41901,2014-09-19,2014-09-23,Standard Class,311.14,High
7454,MX-2013-DJ1342082-41639,2013-12-31,2014-01-05,Standard Class,310.748,High
12080,ES-2015-CD1192045-42367,2015-12-29,2015-12-31,Second Class,310.17,High
3149,MX-2014-BO1142582-41958,2014-11-15,2014-11-19,Standard Class,309.748,High
35580,CA-2012-AB10105140-41262,2012-12-19,2012-12-22,First Class,63.82,Medium
36011,CA-2015-AB10105140-42143,2015-05-19,2015-05-21,First Class,48.59,Medium
29277,ID-2015-KM16720102-42255,2015-09-08,2015-09-11,First Class,309.11,Medium
12329,ES-2014-SV2078545-41807,2014-06-17,2014-06-19,First Class,309,High
4891,MX-2012-BG1169582-41250,2012-12-07,2012-12-07,Same Day,308.658,High
20557,IN-2015-CS121307-42266,2015-09-19,2015-09-21,Second Class,307.98,High
32706,US-2014-AB10105140-41908,2014-09-26,2014-10-01,Standard Class,22.1,Medium
42472,IZ-2015-BD163561-42045,2015-02-10,2015-02-14,Standard Class,307.83,High
18030,ES-2015-RF19345120-42043,2015-02-08,2015-02-11,First Class,307.43,High
21339,ID-2014-JE1616559-41856,2014-08-05,2014-08-07,First Class,307.25,Critical
45460,IR-2015-MG768060-42109,2015-04-15,2015-04-18,First Class,305.98,Critical
40403,CA-2013-AB10105140-41585,2013-11-07,2013-11-12,Standard Class,18.31,Medium
20424,IN-2015-CC1247558-42129,2015-05-05,2015-05-07,Second Class,305.27,High
14311,ES-2014-LT1676564-41947,2014-11-04,2014-11-06,Second Class,305.25,Critical
17539,ES-2015-FH14365120-42165,2015-06-10,2015-06-12,First Class,305.2,Medium
11156,ES-2013-BF1097545-41517,2013-08-31,2013-09-02,Second Class,305.16,Critical
23192,IN-2014-CJ1201027-41810,2014-06-20,2014-06-22,Second Class,304.95,Critical
41919,HU-2015-SH997557-42239,2015-08-23,2015-08-28,Standard Class,304.75,Medium
3700,US-2013-SL2015582-41422,2013-05-28,2013-05-29,First Class,304.53,Critical
44276,LI-2015-NC834073-42143,2015-05-19,2015-05-21,Second Class,304.5,Critical
43590,SF-2014-JB5400117-41758,2014-04-29,2014-04-30,First Class,304.36,Critical
20792,IN-2014-VG2180527-41996,2014-12-23,2014-12-25,First Class,304.16,Critical
5306,MX-2015-TB2125031-42289,2015-10-12,2015-10-15,First Class,303.649,High
764,MX-2015-PS1897028-42109,2015-04-15,2015-04-17,First Class,303.631,Critical
14821,ES-2015-BB1154548-42336,2015-11-28,2015-12-03,Standard Class,303.59,High
44182,GG-2013-SG1047047-41405,2013-05-11,2013-05-13,Second Class,303.45,High
23368,IN-2014-SP20920130-41808,2014-06-18,2014-06-24,Standard Class,302.99,Medium
23419,IN-2013-NZ1856558-41398,2013-05-04,2013-05-06,Second Class,302.82,High
27407,IN-2012-Dp1324027-41223,2012-11-10,2012-11-14,Standard Class,302.61,Medium
17215,ES-2015-GZ1447064-42362,2015-12-24,2015-12-24,Same Day,302.55,Medium
4570,MX-2015-AH1007582-42139,2015-05-15,2015-05-19,Standard Class,302.477,High
46523,PL-2015-CB2025103-42347,2015-12-09,2015-12-12,First Class,302.14,High
29496,IN-2012-SC200507-41249,2012-12-06,2012-12-10,Standard Class,302.01,High
11991,IT-2014-AM10705125-41892,2014-09-10,2014-09-15,Second Class,301.73,Medium
42964,AL-2012-SC102302-40970,2012-03-02,2012-03-04,Second Class,301.73,High
29626,ID-2013-JS1559559-41275,2013-01-01,2013-01-05,Standard Class,301.26,High
23255,ID-2013-BS1138059-41577,2013-10-30,2013-11-03,Standard Class,300.6,Medium
28249,IN-2014-TC21295130-41962,2014-11-19,2014-11-19,Same Day,300.5,High
50458,RS-2014-JL5130108-41866,2014-08-15,2014-08-17,Second Class,299.4,Medium
23257,IN-2014-Dp1324066-41798,2014-06-08,2014-06-08,Same Day,299.12,High
20612,IN-2015-NF1838511-42279,2015-10-02,2015-10-06,Standard Class,298.83,High
11836,ES-2015-AS10090139-42062,2015-02-27,2015-03-03,Standard Class,298.77,High
20455,IN-2014-EL137357-41943,2014-10-31,2014-11-04,Standard Class,298.63,Medium
20872,IN-2014-FH1427559-41991,2014-12-18,2014-12-25,Standard Class,298.44,Medium
20428,IN-2015-LT1676558-42133,2015-05-09,2015-05-15,Standard Class,297.81,Low
24422,IN-2015-BN1147027-42189,2015-07-04,2015-07-08,Standard Class,297.2,Medium
19814,ES-2013-BP11230120-41411,2013-05-17,2013-05-21,Standard Class,296.98,High
29718,IN-2012-DM1352558-41123,2012-08-02,2012-08-05,Second Class,296.68,Critical
38269,CA-2015-AB10105140-42267,2015-09-20,2015-09-26,Standard Class,16.71,Low
48509,CD-2014-SM1032025-41684,2014-02-14,2014-02-16,Second Class,296.08,Critical
30028,IN-2013-PM191357-41417,2013-05-23,2013-05-23,Same Day,296.01,Critical
43473,MW-2015-TS1143085-42220,2015-08-04,2015-08-09,Second Class,295.74,Medium
2006,MX-2014-TS2134018-41956,2014-11-13,2014-11-18,Standard Class,294.971,High
27780,IN-2015-AM107057-42047,2015-02-12,2015-02-14,Second Class,294.73,Medium
7054,MX-2015-LS1724582-42319,2015-11-11,2015-11-14,First Class,294.566,Critical
21344,IN-2014-DR129407-41728,2014-03-30,2014-04-01,First Class,294.55,Medium
40402,CA-2013-AB10105140-41585,2013-11-07,2013-11-12,Standard Class,14.93,Medium
38268,CA-2015-AB10105140-42267,2015-09-20,2015-09-26,Standard Class,12.35,Low
21328,IN-2014-CM1181597-41870,2014-08-19,2014-08-21,Second Class,293.78,Medium
11232,ES-2015-FG1426045-42153,2015-05-29,2015-05-31,Second Class,293.46,Critical
47098,IR-2013-KN670560-41508,2013-08-22,2013-08-29,Standard Class,293.12,Low
48982,WA-2015-TB1152089-42190,2015-07-05,2015-07-05,Same Day,293.07,High
20230,IT-2013-GM1444091-41347,2013-03-14,2013-03-17,First Class,291.93,High
43099,CA-2015-AB10523-42139,2015-05-15,2015-05-15,Same Day,5.81,High
2375,MX-2015-JB1540051-42263,2015-09-16,2015-09-18,First Class,291.631,High
22855,IN-2015-JS1603097-42223,2015-08-07,2015-08-12,Standard Class,291.06,Medium
28076,IN-2014-AM10705102-41891,2014-09-09,2014-09-09,Same Day,290.69,High
9435,MX-2015-SF2020039-42255,2015-09-08,2015-09-11,First Class,290.523,Critical
40399,CA-2013-AB10105140-41585,2013-11-07,2013-11-12,Standard Class,5.8,Medium
6019,MX-2013-JF1529531-41564,2013-10-17,2013-10-21,Standard Class,289.515,High
24435,ID-2015-KH16510102-42052,2015-02-17,2015-02-18,First Class,289.32,High
22711,IN-2013-DL1333058-41328,2013-02-23,2013-02-28,Standard Class,289.17,Medium
21884,IN-2013-KN163907-41611,2013-12-03,2013-12-10,Standard Class,288.98,Medium
23285,IN-2013-SV2093527-41620,2013-12-12,2013-12-14,First Class,288.75,Critical
20470,IN-2015-MD178607-42171,2015-06-16,2015-06-21,Standard Class,288.63,High
10558,ES-2013-LS1720045-41628,2013-12-20,2013-12-22,First Class,288.47,High
4684,MX-2015-JM1586582-42137,2015-05-13,2015-05-17,Standard Class,288.103,High
40504,CA-2015-AB10105140-42220,2015-08-04,2015-08-08,Standard Class,5.7,High
31153,IN-2015-CM124457-42315,2015-11-07,2015-11-11,Standard Class,287.24,High
10458,IT-2014-SS20140104-41800,2014-06-10,2014-06-14,Standard Class,286.87,Medium
29319,IN-2013-BW1111058-41404,2013-05-10,2013-05-12,First Class,286.74,High
20851,IN-2014-JE1561058-41895,2014-09-13,2014-09-13,Same Day,286.67,Critical
28704,IN-2014-GH1442527-41845,2014-07-25,2014-07-28,First Class,286.57,Medium
25908,IN-2015-JK1609058-42288,2015-10-11,2015-10-14,Second Class,286.53,High
500,MX-2012-SM2032036-41234,2012-11-21,2012-11-24,First Class,286.463,Critical
40400,CA-2013-AB10105140-41585,2013-11-07,2013-11-12,Standard Class,4.42,Medium
6415,US-2015-GR1456082-42302,2015-10-25,2015-10-25,Same Day,286.366,Critical
36910,CA-2014-AB10105140-41672,2014-02-02,2014-02-07,Standard Class,4.17,Medium
41520,MA-2014-DH367577-41926,2014-10-14,2014-10-15,First Class,286.2,Critical
50544,RS-2012-MM8280108-40953,2012-02-14,2012-02-16,Second Class,286.19,Critical
28702,IN-2015-SW2027558-42125,2015-05-01,2015-05-01,Same Day,286.01,Critical
42617,IR-2012-PM913560-40978,2012-03-10,2012-03-12,Second Class,285.83,Critical
22628,IN-2013-GH144257-41489,2013-08-03,2013-08-08,Standard Class,285.65,High
22166,ID-2013-JM1586597-41628,2013-12-20,2013-12-23,First Class,285.61,Critical
14084,ES-2013-CM1211564-41489,2013-08-03,2013-08-07,Standard Class,285.12,High
22632,IN-2013-SC2084527-41445,2013-06-20,2013-06-22,First Class,284.81,High
47566,MO-2014-GP474086-41678,2014-02-08,2014-02-09,First Class,284.7,Critical
20228,ES-2012-AF1087014-41179,2012-09-27,2012-10-02,Standard Class,284.51,Medium
15389,IT-2013-TS2150545-41448,2013-06-23,2013-06-26,Second Class,284.19,High
189,MX-2014-CR1273028-41993,2014-12-20,2014-12-22,First Class,283.928,Medium
6777,MX-2013-FH1436582-41558,2013-10-11,2013-10-14,First Class,283.685,Medium
26986,ID-2012-BM115757-41149,2012-08-28,2012-09-04,Standard Class,283.36,Low
12764,ES-2015-AH100308-42203,2015-07-18,2015-07-18,Same Day,283.25,Critical
28750,IN-2012-AG1049527-41248,2012-12-05,2012-12-12,Standard Class,283.09,Medium
12215,ES-2015-BN11470139-42110,2015-04-16,2015-04-16,Same Day,282.58,Critical
38270,CA-2015-AB10105140-42267,2015-09-20,2015-09-26,Standard Class,3.26,Low
42837,AU-2012-AG6758-41153,2012-09-01,2012-09-01,Same Day,282.09,Critical
20009,ES-2014-SW2075545-41852,2014-08-01,2014-08-02,First Class,281.82,High
2399,MX-2015-CS1246093-42259,2015-09-12,2015-09-14,First Class,281.743,Critical
10787,ES-2015-SK1999045-42222,2015-08-06,2015-08-07,First Class,280.54,Critical
30273,IN-2015-MP18175144-42328,2015-11-20,2015-11-23,First Class,280.47,Medium
2378,MX-2013-AG1090082-41398,2013-05-04,2013-05-09,Standard Class,279.53,Medium
47985,MO-2013-AJ96086-41513,2013-08-27,2013-08-31,Standard Class,279.11,High
46433,UP-2014-MC7275137-41997,2014-12-24,2014-12-29,Second Class,278.98,Medium
19915,IT-2014-JF15295120-41668,2014-01-29,2014-01-31,Second Class,278.75,High
43100,CA-2015-AB10523-42139,2015-05-15,2015-05-15,Same Day,2.83,High
45798,SA-2012-MM7260110-41269,2012-12-26,2012-12-28,Second Class,278.34,Critical
29802,IN-2013-EJ13720113-41608,2013-11-30,2013-12-04,Second Class,278.13,High
2645,MX-2014-MS1736539-41780,2014-05-21,2014-05-23,Second Class,277.925,High
40398,CA-2013-AB10105140-41585,2013-11-07,2013-11-12,Standard Class,2.04,Medium
11975,ES-2015-DH13675139-42182,2015-06-27,2015-06-28,First Class,277.29,Medium
38267,CA-2015-AB10105140-42267,2015-09-20,2015-09-26,Standard Class,1.94,Low
7666,MX-2014-HE1480018-41845,2014-07-25,2014-07-28,First Class,276.713,Medium
33849,CA-2015-AB10105140-42328,2015-11-20,2015-11-24,Standard Class,1.6,Medium
23278,IN-2012-SB2017027-41208,2012-10-26,2012-10-28,Second Class,276.29,Medium
40401,CA-2013-AB10105140-41585,2013-11-07,2013-11-12,Standard Class,1.59,Medium
30694,IN-2013-VT2170092-41634,2013-12-26,2013-12-27,First Class,275.91,Critical
35579,CA-2012-AB10105140-41262,2012-12-19,2012-12-22,First Class,1.39,Medium
30581,IN-2013-BC1112592-41401,2013-05-07,2013-05-10,First Class,275.57,Medium
20626,IN-2012-NF1859527-40916,2012-01-08,2012-01-12,Second Class,275.52,Medium
36955,CA-2014-AH10120140-41992,2014-12-19,2014-12-22,First Class,55.53,Medium
35948,CA-2015-AH10120140-42103,2015-04-09,2015-04-13,Standard Class,34.03,High
16678,IT-2012-RB19330120-41077,2012-06-17,2012-06-19,Second Class,274.63,High
18994,ES-2013-CS11950124-41283,2013-01-09,2013-01-10,First Class,274.58,Critical
