Product ID,Category,Sub-Category,Product Name
FUR-BO-372,Furniture,Bookcases,"Bush Library with Doors, Metal"
TEC-CO-373,Technology,Copiers,"Sharp Wireless Fax, Digital"
FUR-CH-374,Furniture,Chairs,"Novimex Executive Leather Armchair, Black"
FUR-BO-375,Furniture,Bookcases,"Bush Library with Doors, Pine"
OFF-AP-376,Office Supplies,Appliances,"KitchenAid Microwave, Black"
FUR-CH-377,Furniture,Chairs,"Novimex Executive Leather Armchair, Adjustable"
FUR-BO-378,Furniture,Bookcases,"Safco Classic Bookcase, Traditional"
TEC-MA-379,Technology,Machines,"Epson Printer, Red"
OFF-ST-380,Office Supplies,Storage,"Eldon File Cart, Single Width"
TEC-PH-381,Technology,Phones,"Apple Smart Phone, Full Size"
TEC-PH-382,Technology,Phones,"Motorola Smart Phone, Cordless"
TEC-CO-383,Technology,Copiers,"HP Wireless Fax, Laser"
TEC-PH-384,Technology,Phones,"Cisco Smart Phone, Cordless"
OFF-ST-385,Office Supplies,Storage,"Rogers Lockers, Blue"
FUR-TA-386,Furniture,Tables,"Hon Wood Table, Fully Assembled"
TEC-CO-387,Technology,Copiers,"Hewlett Wireless Fax, High-Speed"
FUR-BO-388,Furniture,Bookcases,"Ikea Classic Bookcase, Metal"
FUR-TA-389,Furniture,Tables,"Lesro Conference Table, Rectangular"
TEC-MA-390,Technology,Machines,"Okidata Printer, Red"
OFF-PA-391,Office Supplies,Paper,Xerox 1978
FUR-CH-392,Furniture,Chairs,"Hon Executive Leather Armchair, Adjustable"
TEC-PH-393,Technology,Phones,"Motorola Smart Phone, Full Size"
TEC-PH-394,Technology,Phones,"Cisco Smart Phone, Cordless"
FUR-BO-395,Furniture,Bookcases,"Safco Classic Bookcase, Pine"
TEC-PH-396,Technology,Phones,"Motorola Signal Booster, Cordless"
OFF-ST-397,Office Supplies,Storage,"Rogers Shelving, Wire Frame"
OFF-AP-398,Office Supplies,Appliances,"Cuisinart Stove, Black"
FUR-CH-399,Furniture,Chairs,"Novimex Executive Leather Armchair, Adjustable"
FUR-TA-400,Furniture,Tables,"Chromcraft Conference Table, Fully Assembled"
OFF-ST-401,Office Supplies,Storage,"Smead Lockers, Blue"
FUR-BO-402,Furniture,Bookcases,"Safco Library with Doors, Mobile"
FUR-TA-403,Furniture,Tables,"Barricks Conference Table, Fully Assembled"
TEC-PH-404,Technology,Phones,"Motorola Smart Phone, with Caller ID"
TEC-CO-405,Technology,Copiers,"Hewlett Wireless Fax, Color"
OFF-BI-406,Office Supplies,Binders,Cardinal Holdit Business Card Pockets
FUR-CH-407,Furniture,Chairs,"Office Star Executive Leather Armchair, Black"
FUR-BO-408,Furniture,Bookcases,"Sauder Library with Doors, Pine"
TEC-CO-409,Technology,Copiers,"Hewlett Fax Machine, Laser"
TEC-PH-410,Technology,Phones,"Cisco Smart Phone, Full Size"
TEC-PH-411,Technology,Phones,"Apple Smart Phone, Full Size"
TEC-AC-412,Technology,Accessories,"Memorex Router, Erganomic"
TEC-CO-413,Technology,Copiers,"Canon Fax Machine, High-Speed"
OFF-AR-414,Office Supplies,Art,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink"
FUR-TA-415,Furniture,Tables,"Bevis Wood Table, with Bottom Storage"
TEC-CO-416,Technology,Copiers,"Canon Wireless Fax, High-Speed"
TEC-MA-417,Technology,Machines,"Okidata Inkjet, White"
FUR-CH-418,Furniture,Chairs,"Novimex Swivel Stool, Adjustable"
OFF-BI-419,Office Supplies,Binders,Insertable Tab Indexes For Data Binders
OFF-BI-420,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System
OFF-AP-421,Office Supplies,Appliances,"Cuisinart Stove, Red"
OFF-AP-422,Office Supplies,Appliances,"Breville Microwave, White"
TEC-CO-423,Technology,Copiers,"Canon Fax and Copier, Digital"
TEC-PH-424,Technology,Phones,"Nokia Smart Phone, Full Size"
FUR-CH-425,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Black"
FUR-CH-426,Furniture,Chairs,"Novimex Executive Leather Armchair, Red"
TEC-PH-427,Technology,Phones,"Cisco Smart Phone, Cordless"
TEC-PH-428,Technology,Phones,LG G3
FUR-FU-429,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray"
OFF-AP-430,Office Supplies,Appliances,"Breville Stove, Silver"
OFF-AP-431,Office Supplies,Appliances,"Hamilton Beach Stove, Black"
FUR-TA-432,Furniture,Tables,"Lesro Round Table, Rectangular"
TEC-PH-433,Technology,Phones,"Cisco Smart Phone, Full Size"
OFF-BI-434,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System
TEC-PH-435,Technology,Phones,Aastra 6757i CT Wireless VoIP phone
FUR-BO-436,Furniture,Bookcases,"Bush Classic Bookcase, Pine"
TEC-AC-437,Technology,Accessories,"Logitech Router, Programmable"
FUR-CH-438,Furniture,Chairs,"SAFCO Executive Leather Armchair, Adjustable"
FUR-BO-439,Furniture,Bookcases,"Safco Classic Bookcase, Mobile"
FUR-TA-440,Furniture,Tables,Bevis Boat-Shaped Conference Table
OFF-AP-441,Office Supplies,Appliances,"KitchenAid Stove, Silver"
OFF-AP-442,Office Supplies,Appliances,"Hoover Stove, Red"
FUR-BO-443,Furniture,Bookcases,"Bush Library with Doors, Traditional"
FUR-BO-444,Furniture,Bookcases,"Bush Library with Doors, Pine"
TEC-MA-445,Technology,Machines,Canon PC170 Desktop Personal Copier
TEC-CO-446,Technology,Copiers,"Brother Fax Machine, Digital"
OFF-AP-447,Office Supplies,Appliances,"Hoover Microwave, Silver"
TEC-PH-448,Technology,Phones,"Apple Smart Phone, Full Size"
TEC-PH-449,Technology,Phones,"Nokia Smart Phone, Cordless"
TEC-PH-450,Technology,Phones,"Cisco Signal Booster, VoIP"
TEC-AC-451,Technology,Accessories,"Memorex Router, USB"
FUR-BO-452,Furniture,Bookcases,"Ikea Library with Doors, Mobile"
TEC-CO-453,Technology,Copiers,"Sharp Wireless Fax, Color"
FUR-TA-454,Furniture,Tables,"Hon Wood Table, Rectangular"
FUR-BO-455,Furniture,Bookcases,"Bush Library with Doors, Traditional"
FUR-TA-456,Furniture,Tables,"Chromcraft Computer Table, Fully Assembled"
OFF-AP-457,Office Supplies,Appliances,"Cuisinart Stove, Black"
FUR-BO-458,Furniture,Bookcases,"Safco Library with Doors, Traditional"
TEC-CO-459,Technology,Copiers,"Brother Fax Machine, High-Speed"
TEC-PH-460,Technology,Phones,"Samsung Smart Phone, Cordless"
TEC-CO-461,Technology,Copiers,"Canon Copy Machine, Color"
TEC-PH-462,Technology,Phones,"Nokia Smart Phone, Cordless"
FUR-BO-463,Furniture,Bookcases,"Ikea Library with Doors, Pine"
OFF-AP-464,Office Supplies,Appliances,"Hamilton Beach Refrigerator, Silver"
TEC-CO-465,Technology,Copiers,"Sharp Fax Machine, Color"
TEC-PH-466,Technology,Phones,"Nokia Smart Phone, with Caller ID"
FUR-CH-467,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Adjustable"
TEC-MA-468,Technology,Machines,"StarTech Card Printer, White"
OFF-AP-469,Office Supplies,Appliances,"Hoover Stove, White"
TEC-CO-470,Technology,Copiers,"Sharp Wireless Fax, Color"
OFF-AP-471,Office Supplies,Appliances,"Hamilton Beach Stove, Black"
TEC-PH-472,Technology,Phones,"Apple Smart Phone, Full Size"
FUR-CH-473,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Red"
TEC-PH-474,Technology,Phones,"Motorola Smart Phone, Full Size"
OFF-AP-475,Office Supplies,Appliances,"Hoover Stove, White"
FUR-BO-476,Furniture,Bookcases,"Ikea Library with Doors, Mobile"
FUR-BO-477,Furniture,Bookcases,"Dania Library with Doors, Traditional"
FUR-TA-478,Furniture,Tables,"Lesro Conference Table, Adjustable Height"
OFF-AP-479,Office Supplies,Appliances,"KitchenAid Stove, Black"
OFF-AP-480,Office Supplies,Appliances,"Breville Refrigerator, Silver"
TEC-PH-481,Technology,Phones,"Samsung Audio Dock, Full Size"
TEC-PH-482,Technology,Phones,Polycom VoiceStation 500 Conference phone
OFF-ST-483,Office Supplies,Storage,"Smead File Cart, Single Width"
FUR-BO-484,Furniture,Bookcases,"Sauder Stackable Bookrack, Mobile"
OFF-AP-485,Office Supplies,Appliances,"Cuisinart Stove, Silver"
TEC-PH-486,Technology,Phones,"Cisco Smart Phone, Full Size"
TEC-AC-487,Technology,Accessories,"Enermax Router, Erganomic"
TEC-PH-488,Technology,Phones,"Nokia Smart Phone, Full Size"
FUR-BO-489,Furniture,Bookcases,"Sauder Classic Bookcase, Traditional"
OFF-ST-490,Office Supplies,Storage,Fellowes Recycled Storage Drawers
TEC-AC-491,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive
TEC-PH-492,Technology,Phones,"Samsung Smart Phone, VoIP"
OFF-AP-493,Office Supplies,Appliances,"Cuisinart Microwave, Red"
OFF-AP-494,Office Supplies,Appliances,"Breville Stove, Red"
TEC-AC-495,Technology,Accessories,"Memorex Router, Erganomic"
FUR-BO-496,Furniture,Bookcases,"Dania Library with Doors, Pine"
OFF-AR-497,Office Supplies,Art,"Stanley Highlighters, Easy-Erase"
TEC-CO-498,Technology,Copiers,"Hewlett Wireless Fax, High-Speed"
FUR-CH-499,Furniture,Chairs,"SAFCO Executive Leather Armchair, Red"
TEC-CO-500,Technology,Copiers,"Canon Wireless Fax, Color"
TEC-PH-501,Technology,Phones,"Nokia Smart Phone, Full Size"
OFF-ST-502,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black"
FUR-CH-503,Furniture,Chairs,"Office Star Executive Leather Armchair, Red"
FUR-CH-504,Furniture,Chairs,"Office Star Executive Leather Armchair, Adjustable"
TEC-PH-505,Technology,Phones,"Samsung Smart Phone, Full Size"
FUR-CH-506,Furniture,Chairs,"Novimex Executive Leather Armchair, Adjustable"
OFF-ST-507,Office Supplies,Storage,"Rogers File Cart, Blue"
TEC-CO-508,Technology,Copiers,"Brother Fax Machine, Laser"
TEC-MA-509,Technology,Machines,"StarTech Card Printer, White"
FUR-CH-510,Furniture,Chairs,"Hon Executive Leather Armchair, Red"
TEC-AC-511,Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse
FUR-CH-512,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Black"
OFF-AP-513,Office Supplies,Appliances,"Hoover Stove, White"
TEC-MA-514,Technology,Machines,"Konica Printer, Durable"
TEC-PH-515,Technology,Phones,"Nokia Audio Dock, Full Size"
FUR-BO-516,Furniture,Bookcases,"Dania Classic Bookcase, Pine"
OFF-AP-517,Office Supplies,Appliances,"KitchenAid Microwave, Silver"
OFF-AP-518,Office Supplies,Appliances,"Breville Microwave, Black"
FUR-FU-519,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors
FUR-TA-520,Furniture,Tables,"Lesro Round Table, Adjustable Height"
OFF-ST-521,Office Supplies,Storage,"Belkin 19"" Center-Weighted Shelf, Gray"
TEC-MA-522,Technology,Machines,"StarTech Printer, Red"
TEC-CO-523,Technology,Copiers,"Canon Fax Machine, Color"
FUR-CH-524,Furniture,Chairs,"Harbour Creations Rocking Chair, Black"
TEC-PH-525,Technology,Phones,"Motorola Smart Phone, Full Size"
FUR-BO-526,Furniture,Bookcases,"Dania Library with Doors, Pine"
OFF-AP-527,Office Supplies,Appliances,"KitchenAid Stove, White"
TEC-CO-528,Technology,Copiers,"HP Copy Machine, Color"
TEC-PH-529,Technology,Phones,"Samsung Smart Phone, Cordless"
OFF-AP-530,Office Supplies,Appliances,"Hoover Microwave, Red"
OFF-AP-531,Office Supplies,Appliances,"Hoover Refrigerator, White"
FUR-BO-532,Furniture,Bookcases,"Safco Library with Doors, Mobile"
FUR-TA-533,Furniture,Tables,"Bevis Conference Table, Fully Assembled"
TEC-PH-534,Technology,Phones,"Apple Smart Phone, Full Size"
FUR-TA-535,Furniture,Tables,"Lesro Wood Table, Adjustable Height"
FUR-BO-536,Furniture,Bookcases,"Bush Library with Doors, Mobile"
TEC-CO-537,Technology,Copiers,"HP Wireless Fax, Digital"
FUR-BO-538,Furniture,Bookcases,"Safco Floating Shelf Set, Mobile"
OFF-BI-539,Office Supplies,Binders,Plastic Binding Combs
FUR-TA-540,Furniture,Tables,"Hon Conference Table, Fully Assembled"
FUR-BO-541,Furniture,Bookcases,"Ikea Classic Bookcase, Metal"
FUR-BO-542,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Metal"
TEC-AC-543,Technology,Accessories,"SanDisk Router, Programmable"
OFF-AP-544,Office Supplies,Appliances,"KitchenAid Refrigerator, Red"
OFF-AP-545,Office Supplies,Appliances,"Hamilton Beach Stove, White"
TEC-PH-546,Technology,Phones,"Samsung Smart Phone, with Caller ID"
TEC-PH-547,Technology,Phones,"Cisco Smart Phone, Full Size"
OFF-ST-548,Office Supplies,Storage,"Smead File Cart, Single Width"
OFF-AR-549,Office Supplies,Art,"Sanford Highlighters, Fluorescent"
TEC-MA-550,Technology,Machines,"StarTech Inkjet, Wireless"
FUR-BO-551,Furniture,Bookcases,"Dania Classic Bookcase, Metal"
TEC-PH-552,Technology,Phones,"Nokia Smart Phone, Full Size"
OFF-AR-553,Office Supplies,Art,Lumber Crayons
FUR-BO-554,Furniture,Bookcases,"Safco Classic Bookcase, Traditional"
OFF-ST-555,Office Supplies,Storage,Akro Stacking Bins
FUR-TA-556,Furniture,Tables,"Hon Conference Table, Rectangular"
OFF-BI-557,Office Supplies,Binders,GBC Imprintable Covers
FUR-BO-558,Furniture,Bookcases,"Ikea Classic Bookcase, Traditional"
OFF-BI-559,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems
FUR-BO-560,Furniture,Bookcases,"Sauder Classic Bookcase, Mobile"
OFF-LA-561,Office Supplies,Labels,Avery 487
TEC-CO-562,Technology,Copiers,"Hewlett Fax Machine, Digital"
TEC-MA-563,Technology,Machines,"Panasonic Inkjet, White"
FUR-TA-564,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables"
OFF-PA-565,Office Supplies,Paper,Xerox 1942
FUR-BO-566,Furniture,Bookcases,"Ikea Library with Doors, Metal"
OFF-AP-567,Office Supplies,Appliances,"Breville Refrigerator, White"
OFF-AP-568,Office Supplies,Appliances,"Cuisinart Refrigerator, Black"
FUR-CH-569,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair
TEC-CO-570,Technology,Copiers,"HP Wireless Fax, Color"
TEC-CO-571,Technology,Copiers,"Canon Copy Machine, Laser"
OFF-PA-572,Office Supplies,Paper,Xerox 1891
OFF-AP-573,Office Supplies,Appliances,"Hamilton Beach Stove, White"
OFF-PA-574,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11"
TEC-AC-575,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo
FUR-BO-576,Furniture,Bookcases,"Sauder Stackable Bookrack, Pine"
OFF-AP-577,Office Supplies,Appliances,"Hamilton Beach Microwave, Red"
FUR-BO-578,Furniture,Bookcases,"Dania 3-Shelf Cabinet, Pine"
TEC-AC-579,Technology,Accessories,"Enermax Router, Erganomic"
FUR-TA-580,Furniture,Tables,"Hon Wood Table, with Bottom Storage"
OFF-AP-581,Office Supplies,Appliances,"Breville Refrigerator, Red"
FUR-BO-582,Furniture,Bookcases,"Dania Classic Bookcase, Traditional"
FUR-BO-583,Furniture,Bookcases,"Dania Library with Doors, Pine"
OFF-BI-584,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers
TEC-PH-585,Technology,Phones,"Apple Smart Phone, Cordless"
TEC-CO-586,Technology,Copiers,"Canon Personal Copier, Laser"
OFF-BI-587,Office Supplies,Binders,Vinyl Sectional Post Binders
FUR-BO-588,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Pine"
TEC-CO-589,Technology,Copiers,"Canon Wireless Fax, High-Speed"
TEC-PH-590,Technology,Phones,"Samsung Smart Phone, VoIP"
FUR-BO-591,Furniture,Bookcases,"Sauder Stackable Bookrack, Pine"
FUR-TA-592,Furniture,Tables,"Chromcraft Computer Table, Adjustable Height"
TEC-CO-593,Technology,Copiers,"Hewlett Copy Machine, Color"
TEC-CO-594,Technology,Copiers,"HP Wireless Fax, High-Speed"
OFF-ST-595,Office Supplies,Storage,"Tenex File Cart, Single Width"
OFF-AP-596,Office Supplies,Appliances,"KitchenAid Microwave, Silver"
OFF-AP-597,Office Supplies,Appliances,"KitchenAid Microwave, Silver"
TEC-PH-598,Technology,Phones,"Samsung Smart Phone, with Caller ID"
OFF-AP-599,Office Supplies,Appliances,"Hamilton Beach Microwave, White"
TEC-MA-600,Technology,Machines,"Konica Printer, White"
TEC-AC-601,Technology,Accessories,"Logitech Router, Erganomic"
OFF-AR-602,Office Supplies,Art,Newell 312
TEC-CO-603,Technology,Copiers,"HP Copy Machine, Laser"
FUR-CH-604,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Adjustable"
TEC-PH-605,Technology,Phones,"Cisco Audio Dock, VoIP"
TEC-CO-606,Technology,Copiers,"HP Copy Machine, Color"
TEC-PH-607,Technology,Phones,Macally Suction Cup Mount
FUR-TA-608,Furniture,Tables,"Chromcraft Computer Table, Rectangular"
OFF-AP-609,Office Supplies,Appliances,"Hoover Stove, White"
TEC-PH-610,Technology,Phones,"Apple Smart Phone, Full Size"
TEC-CO-611,Technology,Copiers,"Brother Copy Machine, Color"
FUR-BO-612,Furniture,Bookcases,"Ikea Classic Bookcase, Mobile"
TEC-PH-613,Technology,Phones,"Samsung Smart Phone, Cordless"
FUR-BO-614,Furniture,Bookcases,"Ikea Classic Bookcase, Traditional"
TEC-AC-615,Technology,Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive
TEC-PH-616,Technology,Phones,"Samsung Smart Phone, with Caller ID"
TEC-MA-617,Technology,Machines,"Okidata Inkjet, White"
OFF-LA-618,Office Supplies,Labels,Avery White Multi-Purpose Labels
OFF-BI-619,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders
TEC-PH-620,Technology,Phones,"Cisco Audio Dock, with Caller ID"
FUR-TA-621,Furniture,Tables,"Lesro Computer Table, Fully Assembled"
FUR-CH-622,Furniture,Chairs,"SAFCO Executive Leather Armchair, Set of Two"
TEC-PH-623,Technology,Phones,"Nokia Speaker Phone, VoIP"
OFF-PA-624,Office Supplies,Paper,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book"
TEC-AC-625,Technology,Accessories,"SanDisk Router, Bluetooth"
TEC-PH-626,Technology,Phones,"Apple Smart Phone, Full Size"
TEC-AC-627,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0
TEC-CO-628,Technology,Copiers,"HP Wireless Fax, Color"
FUR-CH-629,Furniture,Chairs,"Office Star Executive Leather Armchair, Black"
OFF-AP-630,Office Supplies,Appliances,"Hoover Stove, Silver"
OFF-AP-631,Office Supplies,Appliances,"KitchenAid Microwave, White"
TEC-PH-632,Technology,Phones,"Motorola Audio Dock, VoIP"
TEC-PH-633,Technology,Phones,"Motorola Smart Phone, Full Size"
FUR-BO-634,Furniture,Bookcases,"Bush Library with Doors, Metal"
FUR-BO-635,Furniture,Bookcases,"Bush Classic Bookcase, Traditional"
TEC-AC-636,Technology,Accessories,"SanDisk Router, Programmable"
TEC-PH-637,Technology,Phones,"Cisco Signal Booster, Cordless"
TEC-MA-638,Technology,Machines,"StarTech Printer, White"
OFF-SU-639,Office Supplies,Supplies,"Acme Trimmer, Easy Grip"
FUR-BO-640,Furniture,Bookcases,"Safco Classic Bookcase, Metal"
OFF-AP-641,Office Supplies,Appliances,"Hoover Stove, Red"
TEC-PH-642,Technology,Phones,"Motorola Smart Phone, Full Size"
TEC-CO-643,Technology,Copiers,"Sharp Copy Machine, High-Speed"
TEC-PH-644,Technology,Phones,"Samsung Smart Phone, Cordless"
FUR-CH-645,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Black"
OFF-AR-646,Office Supplies,Art,Newell 350
TEC-MA-647,Technology,Machines,"Panasonic Inkjet, Durable"
TEC-CO-648,Technology,Copiers,"Sharp Wireless Fax, High-Speed"
OFF-AP-649,Office Supplies,Appliances,"Hoover Refrigerator, Red"
OFF-BI-650,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs
OFF-ST-651,Office Supplies,Storage,"Rogers Folders, Industrial"
TEC-CO-652,Technology,Copiers,"Canon Copy Machine, Color"
TEC-CO-653,Technology,Copiers,"Hewlett Fax and Copier, Laser"
TEC-MA-654,Technology,Machines,"Epson Printer, Durable"
OFF-PA-655,Office Supplies,Paper,Xerox 1898
TEC-PH-656,Technology,Phones,"Nokia Smart Phone, Full Size"
TEC-CO-657,Technology,Copiers,"Canon Wireless Fax, Color"
FUR-FU-658,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy"
TEC-PH-659,Technology,Phones,"Samsung Signal Booster, Full Size"
OFF-ST-660,Office Supplies,Storage,"Fellowes Lockers, Industrial"
FUR-BO-661,Furniture,Bookcases,"Sauder Corner Shelving, Mobile"
FUR-BO-662,Furniture,Bookcases,"Dania Library with Doors, Metal"
TEC-AC-663,Technology,Accessories,"Belkin Router, Bluetooth"
TEC-AC-664,Technology,Accessories,Logitech Wireless Gaming Headset G930
OFF-PA-665,Office Supplies,Paper,Xerox 1891
OFF-AR-666,Office Supplies,Art,Newell 345
FUR-CH-667,Furniture,Chairs,"Hon Executive Leather Armchair, Adjustable"
TEC-PH-668,Technology,Phones,"Cisco Smart Phone, Full Size"
TEC-PH-669,Technology,Phones,"Apple Smart Phone, with Caller ID"
FUR-TA-670,Furniture,Tables,"Barricks Computer Table, with Bottom Storage"
OFF-AP-671,Office Supplies,Appliances,"Hoover Refrigerator, Red"
OFF-AP-672,Office Supplies,Appliances,"Hoover Stove, Red"
OFF-BI-673,Office Supplies,Binders,GBC Wire Binding Combs
FUR-TA-674,Furniture,Tables,"Bevis Coffee Table, Adjustable Height"
FUR-BO-675,Furniture,Bookcases,"Ikea Classic Bookcase, Pine"
TEC-CO-676,Technology,Copiers,"Brother Fax Machine, Laser"
